id_player,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance
250066157,92.34,48,43,0,5,0,3,3
250040471,92.25,292,272,0,0,0,20,4
98078,92.25,135,123,0,1,0,6,4
250169764,92.25,133,124,33.34,3,1,6,4
250127439,92,266,248,50,2,1,4,4
250064188,92,216,200,0,0,0,4,4
250059115,92,138,127,16.67,6,1,1,3
98023,92,123,115,0,1,0,0,4
250092517,92,116,107,20,5,1,1,3
250153851,92,94,85,0,0,0,1,2
250041771,92,42,39,100,1,1,1,3
250004721,91.75,228,210,0,0,0,3,4
250121965,91.75,183,168,0,0,0,4,4
250076631,91.75,166,153,25,16,4,5,4
250187221,91.75,155,143,0,0,0,4,4
250132831,91.75,154,144,25,4,1,3,4
250064027,91.75,118,109,0,1,0,10,4
250113103,91.75,106,98,0,0,0,3,4
250083732,91.67,150,138,0,7,0,2,3
250135416,91.67,94,88,20,5,1,1,3
250155799,91.67,93,85,0,0,0,2,3
250078922,91.67,87,80,0,0,0,6,3
250188225,91.67,15,13,0,0,0,1,3
250116734,91.5,279,255,0,0,0,9,4
250029535,91.5,271,246,38.71,31,12,2,4
250014042,91.5,246,227,0,1,0,7,4
250076126,91.5,219,202,37.5,8,3,7,4
250188511,91.5,216,198,0,0,0,5,4
250101534,91.5,198,181,23.81,21,5,4,4
250135672,91.5,188,173,0,0,0,5,4
250112978,91.5,165,151,33.34,3,1,4,4
250161141,91.5,112,100,0,0,0,2,4
250123978,91.5,51,45,0,0,0,1,2
250063957,91.5,29,25,33.34,3,1,0,2
250189052,91.34,95,87,30,10,3,3,3
250106935,91.34,54,51,100,1,1,2,3
250153849,91.25,211,193,33.34,3,1,0,4
250070417,91,398,366,32,25,8,9,4
250134856,91,381,348,100,1,1,4,4
250124068,91,213,195,0,1,0,7,3
250113001,91,206,189,0,0,0,2,4
250112969,91,149,136,0,1,0,3,4
250129341,91,143,130,0,0,0,5,3
250181712,91,124,113,0,0,0,5,2
250066156,91,118,107,0,2,0,0,2
250124460,91,117,106,33.34,3,1,1,4
250082664,91,91,83,0,1,0,1,1
250101201,91,84,74,0,0,0,2,3
250113392,91,78,69,0,0,0,0,3
250011668,91,66,59,0,0,0,6,2
250052957,91,51,48,0,0,0,2,2
250019616,91,51,45,25,4,1,1,4
250121329,91,44,40,0,1,0,2,1
250089209,91,34,32,20,5,1,1,4
250170117,91,11,10,0,0,0,0,1
250163454,90.75,286,262,0,1,0,2,4
250122213,90.75,160,151,0,1,0,3,4
103335,90.75,158,145,0,0,0,5,4
97923,90.75,156,139,0,0,0,6,4
250128398,90.67,113,103,0,0,0,7,3
250127538,90.67,92,83,25,4,1,2,3
250166916,90.67,22,19,0,1,0,0,3
250128377,90.5,159,143,100,1,1,2,4
250121132,90.5,121,108,0,1,0,2,4
250194564,90.5,88,82,0,3,0,1,2
250039931,90.5,84,78,0,0,0,3,2
250067334,90.5,72,64,50,2,1,0,2
250122187,90.5,71,65,0,0,0,2,2
1906768,90.5,54,48,0,0,0,1,2
250191448,90.34,80,75,0,0,0,1,3
250128222,90.34,16,14,0,0,0,0,3
250088061,90.25,281,254,25,16,4,8,4
250064232,90.25,186,167,44.45,18,8,2,4
250158476,90.25,181,166,0,3,0,4,4
250121584,90.25,128,113,31.25,16,5,2,4
250112217,90,334,301,40,10,4,10,4
250055663,90,248,225,0,0,0,6,4
250051754,90,238,215,0,1,0,4,4
250096309,90,198,180,14.29,7,1,6,4
250128255,90,172,162,33.34,6,2,10,4
250091199,90,152,137,0,2,0,5,3
250022829,90,148,134,33.34,9,3,12,3
250091828,90,109,97,25,16,4,1,4
250019346,90,81,73,0,0,0,2,2
250112513,90,51,46,0,0,0,2,1
250132465,90,23,20,0,3,0,1,3
250055149,90,21,19,0,0,0,1,1
250058215,90,16,15,0,1,0,1,2
250087967,90,13,12,0,0,0,0,2
250118912,90,9,8,0,0,0,1,2
250130771,90,7,6,0,0,0,0,2
250135607,90,6,5,0,0,0,1,2
250068808,89.75,334,303,0,0,0,8,4
250129965,89.75,251,226,0,1,0,7,4
250131901,89.75,249,227,0,1,0,9,4
250188474,89.75,224,201,0,3,0,4,4
250137390,89.75,220,197,0,0,0,11,4
250110734,89.75,157,141,27.28,11,3,13,4
250058227,89.75,115,103,8.34,12,1,5,4
250096716,89.75,60,52,50,4,2,5,4
250117410,89.67,186,171,0,1,0,4,3
250101728,89.67,95,86,25,4,1,5,3
250121330,89.67,93,83,50,2,1,5,3
250166930,89.67,93,83,0,0,0,4,3
250161881,89.67,28,24,33.34,3,1,0,3
250055110,89.67,28,24,0,0,0,0,3
250115487,89.67,25,22,0,0,0,0,3
1909917,89.5,212,192,33.34,3,1,6,4
250172787,89.5,139,124,0,0,0,5,2
250197796,89.5,95,90,0,0,0,4,2
250187184,89.5,73,65,0,5,0,0,4
250138985,89.5,30,28,0,0,0,1,2
250126449,89.34,177,158,0,4,0,3,3
250113142,89.34,85,75,17.65,17,3,0,3
250193534,89.34,14,12,0,0,0,0,3
250023097,89.25,177,159,0,1,0,12,4
250118391,89.25,166,147,0,0,0,5,4
250096849,89.25,78,68,10,10,1,1,4
250136465,89,307,276,14.29,14,2,7,4
250064444,89,261,233,0,1,0,10,4
250092668,89,245,221,0,4,0,10,4
250028715,89,230,203,25,4,1,3,4
250061027,89,162,145,66.67,3,2,2,4
250135101,89,131,115,0,0,0,3,3
250007075,89,55,49,0,0,0,3,2
250117491,89,36,32,0,0,0,0,1
250068805,89,28,24,0,0,0,0,3
250088039,89,19,17,0,2,0,0,1
250172227,89,9,8,0,0,0,0,1
250081921,88.75,172,157,0,1,0,5,4
250096698,88.75,149,133,55.56,9,5,3,4
250121149,88.75,138,122,0,2,0,3,4
250082469,88.75,70,59,66.67,3,2,0,4
250164835,88.67,110,100,0,8,0,2,3
250139445,88.5,192,172,20,5,1,0,4
250064252,88.5,128,115,0,1,0,2,4
250024349,88.5,102,91,33.34,3,1,5,4
250063984,88.5,74,64,12.5,8,1,0,4
250174830,88.5,67,59,0,0,0,1,2
250057117,88.5,49,43,0,4,0,0,2
250056982,88.5,46,40,0,3,0,5,2
250146610,88.5,42,34,0,1,0,0,4
250042632,88.5,39,34,33.34,3,1,0,2
250164780,88.5,25,22,0,0,0,1,2
250105686,88.5,25,20,0,1,0,0,2
250069832,88.34,112,100,0,0,0,3,3
250053044,88.25,262,233,0,0,0,2,4
250019573,88.25,235,212,0,0,0,3,4
250017824,88.25,213,197,0,0,0,10,4
250085751,88.25,160,144,0,0,0,5,4
250102866,88.25,154,138,0,2,0,1,4
250091290,88.25,100,88,33.34,6,2,1,4
250168465,88.25,38,34,0,1,0,0,4
250086316,88,195,174,0,0,0,0,4
250123677,88,174,152,25,8,2,4,4
74954,88,145,126,0,0,0,8,4
250140940,88,128,112,27.28,11,3,10,4
250091172,88,103,91,0,3,0,2,3
250174851,88,35,29,0,3,0,0,3
250172340,88,27,21,0,0,0,1,2
250171667,88,25,22,0,0,0,2,1
250164004,88,17,15,0,2,0,0,1
250055899,88,17,15,0,0,0,1,1
250107089,88,8,7,0,1,0,1,1
250178067,88,8,7,0,0,0,1,1
250127492,87.75,220,196,0,0,0,12,4
250172672,87.75,190,167,0,0,0,5,4
250079003,87.75,91,80,50,4,2,5,4
250173502,87.75,82,73,0,3,0,2,4
250071671,87.67,31,27,0,1,0,1,3
250042422,87.5,216,187,17.65,17,3,5,4
250163623,87.5,203,180,14.29,7,1,4,4
250160436,87.5,167,146,44.45,18,8,1,4
250058258,87.5,149,129,25,8,2,7,4
250116951,87.5,143,125,0,2,0,7,4
250112224,87.5,140,130,0,1,0,3,4
250064482,87.5,103,91,40,5,2,5,2
250115436,87.5,82,72,50,2,1,3,4
250087877,87.5,57,49,0,0,0,6,2
250193518,87.5,50,43,0,3,0,1,4
250129735,87.5,32,27,0,0,0,2,2
250121536,87.5,23,20,0,0,0,0,2
250121972,87.5,22,19,0,0,0,1,2
250096737,87.5,18,16,0,0,0,1,2
250006998,87.5,11,10,0,0,0,0,2
250041564,87.5,5,4,0,0,0,1,2
250106967,87.34,90,78,40,5,2,2,3
250054949,87.34,55,47,50,2,1,0,3
250163447,87.34,50,45,0,2,0,0,3
250130406,87.25,147,127,18.75,16,3,0,4
250046522,87,210,183,25,8,2,5,4
250118964,87,198,172,50,6,3,4,4
74699,87,164,150,7.7,13,1,5,4
250078593,87,136,118,0,2,0,2,3
250132829,87,94,82,30.77,13,4,2,3
250089289,87,51,42,0,1,0,0,4
250197264,87,26,21,0,4,0,0,2
250121552,87,25,21,25,4,1,0,3
250101696,87,23,21,0,0,0,0,3
250016616,86.75,165,148,0,1,0,8,4
250041770,86.75,158,137,9.1,11,1,0,4
250027780,86.75,127,106,28.58,7,2,2,4
250112974,86.75,86,74,100,2,2,1,4
250088150,86.75,43,36,0,0,0,3,4
250113237,86.67,122,109,0,5,0,5,3
250154416,86.67,102,91,100,1,1,2,3
250081721,86.67,82,69,0,0,0,5,3
250143693,86.5,159,138,40,5,2,6,4
250154302,86.5,87,78,0,0,0,0,2
250099180,86.5,44,38,0,1,0,0,4
250058270,86.5,34,29,28.58,7,2,2,2
250187671,86.5,17,13,0,1,0,0,2
250171283,86.34,154,132,0,7,0,8,3
250079541,86.34,100,88,0,0,0,4,3
250188223,86.34,79,69,16.67,6,1,1,3
250104939,86.34,54,47,33.34,3,1,2,3
250081555,86.34,33,29,100,2,2,0,3
250181680,86.25,222,194,14.29,7,1,9,4
250200228,86.25,137,119,0,2,0,2,4
250153402,86.25,83,71,20,5,1,0,4
250052554,86,186,160,0,3,0,5,4
250168990,86,172,150,0,6,0,3,4
250196586,86,149,129,0,0,0,10,3
250040521,86,139,121,12.5,8,1,1,3
250024448,86,115,99,9.1,11,1,3,2
250024456,86,68,60,0,1,0,1,4
250105890,86,44,38,40,5,2,1,1
250090955,86,39,33,0,0,0,5,2
250199902,86,29,25,100,1,1,2,1
250042779,86,28,24,0,0,0,2,1
250103561,86,7,6,0,0,0,1,1
250107477,85.75,212,197,0,0,0,5,4
250171184,85.75,180,156,5.56,18,1,2,4
250106969,85.75,178,152,26.67,15,4,7,4
250119677,85.75,160,140,0,2,0,6,4
250148830,85.67,118,101,0,1,0,1,3
250091841,85.67,18,15,0,0,0,0,3
250101727,85.5,125,108,100,1,1,4,4
250080461,85.5,64,54,0,0,0,7,2
250196665,85.5,11,9,0,0,0,0,2
250104089,85.34,42,38,0,0,0,2,3
250024370,85.25,124,109,40,5,2,0,4
250123695,85,227,196,35,20,7,4,4
250042780,85,151,127,0,0,0,7,4
250104066,85,148,120,0,1,0,0,4
250061721,85,144,127,0,0,0,5,4
250117405,85,81,69,7.15,14,1,0,3
250080553,85,74,64,0,0,0,0,4
250055957,85,60,54,0,0,0,0,3
250174737,85,48,41,0,0,0,2,1
250144964,85,20,17,0,1,0,0,1
250041626,84.75,191,171,0,1,0,4,4
250163786,84.75,155,133,66.67,3,2,2,4
250130786,84.75,95,81,0,0,0,3,4
250145845,84.75,88,77,42.86,7,3,3,4
250156002,84.67,143,123,0,2,0,3,3
250101144,84.67,115,94,0,0,0,7,3
250068733,84.67,86,73,0,0,0,2,3
250174822,84.5,151,130,27.28,22,6,0,4
250132811,84.5,83,68,0,1,0,0,4
250077750,84.5,73,62,0,0,0,4,2
250078012,84.5,69,58,0,0,0,0,4
250013058,84.5,65,55,14.29,7,1,5,2
250098468,84.5,38,27,100,2,2,1,2
250132323,84.34,168,144,14.29,7,1,5,3
250159544,84.34,71,60,0,0,0,0,3
250134536,84.25,193,162,18.19,11,2,5,4
250087102,84.25,156,132,0,0,0,4,4
250131541,84.25,132,111,0,7,0,1,4
250112690,84.25,80,66,25,12,3,0,4
250103758,84.25,22,18,0,1,0,0,4
250172668,84,82,68,33.34,3,1,0,4
250081931,84,45,38,0,0,0,1,1
250049573,84,33,26,0,0,0,0,4
250080471,84,21,18,0,0,0,0,2
250165236,84,19,16,0,0,0,1,1
104733,83.75,155,134,0,0,0,5,4
250177722,83.67,66,56,0,1,0,2,3
250143328,83.67,55,48,0,2,0,0,3
250090766,83.5,208,174,22.73,22,5,2,4
250101557,83.5,159,134,0,0,0,14,4
250104075,83.5,113,94,50,6,3,2,4
250169265,83.5,93,80,0,0,0,2,2
250198114,83.5,57,48,0,0,0,1,2
250058218,83.5,31,26,0,2,0,0,2
250161142,83.5,7,6,100,1,1,0,2
1906553,83.5,4,3,0,0,0,0,2
250066739,83.34,144,121,20,5,1,8,3
250153945,83.25,219,188,33.34,9,3,2,4
250025791,83.25,196,162,0,0,0,4,4
250019498,83.25,179,150,28.58,14,4,3,4
250172673,83,127,106,33.34,9,3,0,4
250171067,83,120,100,50,6,3,1,3
250087938,83,113,94,50,2,1,0,4
250132886,83,103,89,0,1,0,3,3
250106722,83,81,68,0,2,0,4,3
250091165,83,78,64,10,10,1,3,4
250063394,83,78,59,0,0,0,0,3
250015966,83,38,32,0,4,0,0,3
108908,83,30,25,0,0,0,1,1
250090101,83,24,20,0,0,0,0,1
250107324,83,20,17,0,2,0,0,4
250055216,83,6,5,0,0,0,0,1
250187672,82.75,165,137,25,4,1,5,4
250198240,82.75,149,125,44.45,9,4,10,4
250089228,82.75,120,100,16.67,6,1,0,4
250000679,82.75,115,98,0,0,0,0,4
250080572,82.67,32,26,0,1,0,0,3
250119181,82.5,207,170,17.65,17,3,5,4
250196588,82.5,119,106,0,1,0,2,4
1905153,82.5,95,74,41.67,12,5,4,4
250005231,82.5,51,43,0,2,0,0,4
250112842,82.34,105,90,50,2,1,3,3
250192048,82.34,90,76,22.23,9,2,2,3
250193519,82.34,46,37,50,4,2,1,3
250113444,82.25,119,97,0,0,0,9,4
250112122,82.25,88,71,50,2,1,2,4
250153349,82,191,158,18.19,11,2,2,4
97746,82,184,154,0,0,0,10,4
250098471,82,165,140,25,20,5,12,4
250130414,82,144,121,26.32,19,5,6,4
250016833,82,118,97,0,1,0,0,4
1907188,82,105,88,0,0,0,9,3
250138382,82,95,78,21.43,14,3,0,3
250161140,82,95,77,33.34,3,1,3,4
250101723,82,63,54,0,2,0,0,3
250166754,82,55,42,25,4,1,2,3
250188246,82,48,39,20,5,1,2,2
250186123,82,44,36,0,0,0,5,1
250014114,82,40,33,0,0,0,0,1
250169730,81.75,193,161,40,5,2,5,4
250040573,81.75,132,109,0,0,0,9,4
250134304,81.75,99,80,40.91,22,9,0,4
250129746,81.75,44,38,0,1,0,1,4
250135339,81.67,92,74,28.58,7,2,1,3
250091175,81.67,54,48,25,4,1,0,3
250020850,81.67,37,31,0,0,0,1,3
250117806,81.5,41,30,30,10,3,3,4
250164781,81.5,26,24,0,0,0,0,2
250128451,81.34,125,102,16.67,12,2,4,3
250113373,81.34,31,25,0,0,0,1,3
250113276,81.25,92,76,20,10,2,0,4
250134320,81.25,82,68,0,0,0,2,4
250162865,81.25,19,15,0,1,0,0,4
250188247,81,189,154,0,0,0,5,4
250116904,81,94,80,100,1,1,0,4
250106939,81,88,70,21.06,19,4,3,3
250089719,81,81,66,10,10,1,3,2
250194673,81,66,53,0,1,0,1,4
250127347,81,56,45,0,2,0,0,2
250101313,81,49,40,50,4,2,0,2
250101472,81,41,34,0,1,0,0,3
250008901,81,41,33,33.34,3,1,0,2
250139036,81,37,30,0,0,0,1,1
250052849,81,32,26,0,7,0,0,1
250169705,80.75,141,115,25,4,1,0,4
250124006,80.75,134,108,0,0,0,11,4
250056159,80.75,110,89,0,3,0,2,4
250108215,80.75,81,65,0,0,0,2,4
250099258,80.5,118,95,46.67,15,7,0,4
250110894,80.5,103,84,0,2,0,1,2
250112117,80.5,42,32,0,1,0,0,2
250090809,80.34,62,44,100,2,2,0,3
250127239,80.34,60,50,60,5,3,0,3
250115134,80.34,38,31,0,0,0,1,3
250080570,80.34,37,31,50,2,1,1,3
250171055,80.25,107,86,25,12,3,0,4
250012069,80.25,82,65,0,0,0,7,4
250124430,80,156,128,0,3,0,1,4
250132730,80,53,42,0,5,0,0,4
250118281,80,40,32,0,1,0,0,4
250118797,80,17,14,0,0,0,0,2
250177333,80,15,12,0,0,0,1,1
250198120,80,10,8,0,0,0,1,1
250166680,80,10,8,0,0,0,0,1
250132401,79.75,199,159,20,10,2,10,4
250189363,79.75,160,131,10,10,1,6,4
250063980,79.75,143,113,0,0,0,8,4
250081553,79.67,103,82,33.34,15,5,1,3
250128468,79.67,86,68,0,0,0,4,3
250113947,79.67,78,65,0,6,0,3,3
250088104,79.67,57,48,27.78,18,5,0,3
250099671,79.5,80,64,0,7,0,1,4
250156457,79.5,72,58,0,0,0,4,4
250086315,79.5,64,53,0,2,0,0,4
250105167,79.5,28,21,0,0,0,0,4
250122746,79.5,27,22,0,1,0,0,2
250176450,79,131,104,0,4,0,1,4
250051291,79,114,83,0,0,0,4,4
250081207,79,109,93,0,1,0,2,4
250110361,79,103,82,33.34,12,4,3,2
250138250,79,94,76,0,0,0,6,2
102153,79,49,39,0,1,0,0,2
250144297,79,38,28,0,0,0,0,4
250029377,79,33,26,0,0,0,0,1
250135615,79,24,19,0,0,0,0,2
250196663,79,14,11,0,0,0,0,2
250004363,78.75,156,124,33.34,9,3,4,4
250079279,78.75,93,74,42.86,7,3,1,4
250169706,78.75,71,58,25,4,1,0,4
250158901,78.5,107,86,0,0,0,7,4
250173126,78.5,63,47,0,1,0,0,4
250097337,78.5,31,24,0,0,0,0,4
250110159,78.5,13,11,0,0,0,0,2
250058722,78.34,37,29,20,5,1,0,3
250077679,78.25,168,136,23.81,21,5,9,4
250118504,78.25,116,91,14.29,14,2,8,4
250097638,78.25,90,72,25,8,2,1,4
250097909,78.25,67,52,0,1,0,0,4
250134138,78,122,99,0,6,0,0,4
250052469,78,108,84,44.45,9,4,0,4
250074010,78,86,66,0,4,0,6,3
250081720,78,26,20,100,1,1,0,2
250194557,78,23,18,0,0,0,1,1
1906511,78,22,16,0,0,0,2,3
250090719,78,9,7,0,0,0,0,1
250101097,77.5,112,91,35.72,14,5,1,4
250174849,77.5,32,26,0,0,0,0,2
250143669,77.5,24,21,0,1,0,1,2
250164785,77.34,90,70,0,3,0,2,3
250064446,77.25,109,83,7.15,14,1,3,4
250187759,77.25,65,50,100,2,2,0,4
250132407,77,76,60,50,2,1,0,4
250029318,77,74,60,0,2,0,0,3
250076574,77,74,58,22.23,9,2,0,4
250177497,77,72,51,0,1,0,3,4
250193541,77,59,46,23.08,13,3,0,3
250186923,77,58,45,100,1,1,1,2
250102417,77,43,33,0,1,0,1,1
250197801,77,41,35,33.34,3,1,0,2
250128385,77,41,29,22.23,9,2,0,4
250056685,77,22,17,0,3,0,0,1
250105681,77,13,10,0,0,0,0,1
250113211,76.75,173,137,50,2,1,6,4
250102868,76.75,121,95,18.75,16,3,13,4
250130234,76.75,81,62,18.75,16,3,0,4
250066886,76.67,141,108,6.25,16,1,1,3
250141861,76.67,46,34,0,2,0,0,3
250146674,76.5,83,64,0,1,0,0,4
250117705,76.5,69,53,40,5,2,0,4
250024795,76.5,16,12,0,1,0,1,2
250145629,76.34,118,91,20,5,1,2,3
250121533,76,139,106,37.5,16,6,0,4
250052744,76,63,47,0,0,0,4,2
250073778,76,42,32,0,0,0,3,1
250091187,76,42,31,0,1,0,0,3
250076357,75.75,181,137,22.23,9,2,6,4
250065419,75.5,165,124,22.23,9,2,6,4
250064274,75.5,63,46,0,3,0,0,4
103806,75.5,34,26,0,0,0,0,2
250127540,75.5,33,24,0,0,0,0,4
250121017,75.25,187,138,0,0,0,1,4
250023009,75.25,109,84,60,5,3,0,4
250103243,75,114,84,16.67,6,1,8,3
250103562,75,82,59,0,10,0,5,3
1905643,75,36,27,0,1,0,2,1
250197958,75,16,12,0,0,0,0,1
250175393,75,13,12,50,2,1,0,2
250099399,75,12,9,0,0,0,0,1
250154458,75,8,6,0,0,0,0,1
250116759,75,8,6,0,0,0,0,1
250140936,75,4,3,0,1,0,0,1
250085475,74.75,145,110,0,0,0,6,4
250196712,74.75,57,44,0,6,0,0,4
250181460,74.67,21,16,0,0,0,0,3
250099867,74.5,85,63,0,0,0,3,2
250002096,74.25,66,49,0,1,0,0,4
250102308,74,104,90,0,2,0,2,4
250115192,74,81,63,0,2,0,3,4
250061361,74,36,26,0,0,0,0,3
250142271,73.75,68,51,16.67,12,2,2,4
250096954,73.75,54,40,0,1,0,0,4
250200298,73.75,50,42,0,6,0,0,4
250079383,73.75,38,28,50,2,1,0,4
250124222,73.67,36,26,50,2,1,0,3
250013022,73.5,102,77,28.58,7,2,1,4
250167977,73.5,101,78,0,1,0,1,4
250086037,73.25,181,137,50,4,2,3,4
250105927,73.25,75,56,50,2,1,0,4
250117406,73.25,36,28,25,4,1,1,4
250171278,73,121,87,0,0,0,11,4
250200231,73,51,39,33.34,6,2,0,4
250139255,73,29,27,0,0,0,0,2
250196543,73,25,17,0,1,0,0,4
250123304,72.75,119,85,0,0,0,8,4
250066131,72.67,93,68,0,0,0,13,3
250106148,72.5,104,76,50,8,4,1,4
250177886,72.5,77,56,55.56,9,5,8,4
250187238,72.5,50,37,0,0,0,0,4
250125538,72,114,82,28.58,7,2,2,4
250162177,72,48,36,25,4,1,0,4
250003318,72,42,31,66.67,3,2,0,3
250106649,71.75,80,63,16.67,6,1,0,4
250102035,71.75,67,53,0,0,0,0,4
250079670,71.5,52,41,57.15,7,4,1,2
250129175,71.5,29,20,0,1,0,0,4
250112880,71,135,99,23.08,13,3,6,4
250132309,71,20,15,25,4,1,0,2
250116699,71,7,5,0,0,0,0,1
250043066,70.67,104,77,0,1,0,6,3
250026229,70.5,59,44,0,0,0,6,2
1903428,70.5,42,30,0,1,0,0,2
250153634,70.34,35,25,0,5,0,0,3
250005343,70,117,82,0,1,0,0,4
250163400,70,56,40,33.34,6,2,0,4
250007631,70,54,38,0,0,0,3,1
250102901,70,35,23,100,2,2,0,3
250056189,70,23,20,50,6,3,1,2
250113993,69.75,87,58,50,4,2,1,4
250156235,69.75,46,33,0,0,0,0,4
250138928,69.5,132,121,0,0,0,3,4
250112186,68.75,38,26,0,3,0,0,4
250157930,68.5,70,48,20,5,1,1,4
250081223,68.25,85,57,100,1,1,1,4
250056566,68,90,82,0,1,0,0,4
250086263,68,76,56,40,5,2,2,3
250198501,68,71,63,0,0,0,1,4
250163731,68,48,40,66.67,3,2,1,2
250107509,68,31,21,0,1,0,1,1
250116067,68,29,20,0,4,0,0,2
250032786,67.5,175,158,0,0,0,4,4
250128409,67,23,19,0,2,0,0,4
250077644,67,6,4,0,0,0,0,1
250177597,67,6,4,0,0,0,0,1
250187320,67,3,2,0,0,0,0,1
