,id_player,fouls_committed,fouls_suffered,yellow_cards,red_cards
439,250158901,1,1,0,0
440,250122983,1,1,0,0
441,250017040,1,1,0,0
442,250134138,1,1,0,0
443,250103758,1,1,0,0
444,250076357,1,1,0,0
445,250107477,1,1,0,0
446,250188223,1,1,0,0
447,250097638,1,1,0,0
448,250141861,1,1,0,0
449,250128468,1,1,0,0
450,250065413,1,1,0,0
451,250042631,1,1,0,0
452,103806,1,1,0,0
453,250128409,1,1,0,0
454,1903428,1,1,0,0
455,250168465,1,1,0,0
456,250178782,1,1,0,0
457,250193506,1,1,0,0
458,250117415,1,1,0,0
459,250129735,1,1,0,0
460,250181428,1,1,0,0
461,250024795,1,1,0,0
462,250196665,1,1,0,0
463,250198274,1,1,0,0
464,250086709,1,1,0,0
465,250144964,1,1,0,0
466,250181082,1,1,0,0
467,250187899,1,1,0,0
468,250135607,1,1,0,0
469,74954,1,0,1,0
470,250198501,1,0,1,0
471,250058220,1,0,1,0
472,250066157,1,0,1,0
473,250063957,1,0,1,0
474,250058044,1,0,1,0
475,250041771,1,0,1,0
476,250175393,1,0,1,0
477,250169763,1,0,1,0
478,250101201,1,0,0,1
479,250055899,1,0,0,1
480,250092668,1,0,0,0
481,250000679,1,0,0,0
482,250172673,1,0,0,0
483,250156459,1,0,0,0
484,250113237,1,0,0,0
485,250117705,1,0,0,0
486,250079541,1,0,0,0
487,250067295,1,0,0,0
488,250090809,1,0,0,0
489,250138653,1,0,0,0
490,250198114,1,0,0,0
491,250105167,1,0,0,0
492,250014636,1,0,0,0
493,250174830,1,0,0,0
494,250153634,1,0,0,0
495,250154302,1,0,0,0
496,250133390,1,0,0,0
497,250139036,1,0,0,0
498,250102417,1,0,0,0
499,250042779,1,0,0,0
500,250089688,1,0,0,0
501,250097337,1,0,0,0
502,250101472,1,0,0,0
503,250144288,1,0,0,0
504,250027008,1,0,0,0
505,250177423,1,0,0,0
506,250056189,1,0,0,0
507,250089276,1,0,0,0
508,250128222,1,0,0,0
509,250121972,1,0,0,0
510,107044,1,0,0,0
511,250117471,1,0,0,0
512,250164781,1,0,0,0
513,250067749,1,0,0,0
514,250193534,1,0,0,0
515,250134190,1,0,0,0
516,250139255,1,0,0,0
517,250166680,1,0,0,0
518,250050416,1,0,0,0
519,250174602,1,0,0,0
520,250199913,1,0,0,0
521,250183510,1,0,0,0
522,250126267,1,0,0,0
523,250138999,1,0,0,0
524,250097935,1,0,0,0
525,250096698,0,6,0,0
526,250080553,0,6,0,0
527,250128451,0,6,0,0
528,250056982,0,6,0,0
529,250042329,0,5,0,0
530,250106709,0,4,1,0
531,250091165,0,4,1,0
532,250196586,0,4,0,0
533,250024370,0,4,0,0
534,250163400,0,4,0,0
535,250164785,0,4,0,0
536,250127347,0,4,0,0
537,250188246,0,4,0,0
538,250139207,0,3,0,0
539,250134856,0,3,0,0
540,250042780,0,3,0,0
541,250181460,0,3,0,0
542,250166754,0,3,0,0
543,250193519,0,3,0,0
544,250161881,0,3,0,0
545,250091828,0,2,1,0
546,250105818,0,2,0,0
547,250040573,0,2,0,0
548,250101534,0,2,0,0
549,250105717,0,2,0,0
550,250091187,0,2,0,0
551,250169265,0,2,0,0
552,250089719,0,2,0,0
553,250192048,0,2,0,0
554,250064482,0,2,0,0
555,250124849,0,2,0,0
556,250106935,0,2,0,0
557,250198119,0,2,0,0
558,250052849,0,2,0,0
559,250121552,0,2,0,0
560,1905643,0,2,0,0
561,250101144,0,1,1,0
562,98078,0,1,0,0
563,97746,0,1,0,0
564,250171278,0,1,0,0
565,250158476,0,1,0,0
566,250157134,0,1,0,0
567,250124006,0,1,0,0
568,250123304,0,1,0,0
569,250121017,0,1,0,0
570,250064444,0,1,0,0
571,250006714,0,1,0,0
572,97923,0,1,0,0
573,250163623,0,1,0,0
574,250081921,0,1,0,0
575,250078922,0,1,0,0
576,250172907,0,1,0,0
577,250136464,0,1,0,0
578,250101097,0,1,0,0
579,250138250,0,1,0,0
580,250090955,0,1,0,0
581,250087877,0,1,0,0
582,250080461,0,1,0,0
583,250011668,0,1,0,0
584,250114167,0,1,0,0
585,250080570,0,1,0,0
586,250127239,0,1,0,0
587,250153851,0,1,0,0
588,250099459,0,1,0,0
589,250098468,0,1,0,0
590,1906511,0,1,0,0
591,250182606,0,1,0,0
592,250177879,0,1,0,0
593,250129343,0,1,0,0
594,250137525,0,1,0,0
595,250193531,0,1,0,0
596,250138985,0,1,0,0
597,250020850,0,1,0,0
598,250081720,0,1,0,0
599,250088039,0,1,0,0
600,250123428,0,1,0,0
601,250087967,0,1,0,0
602,250121536,0,1,0,0
603,1909868,0,1,0,0
604,250055216,0,1,0,0
605,250198120,0,1,0,0
606,250096737,0,1,0,0
607,250198122,0,1,0,0
608,250089626,0,1,0,0
609,250085475,0,0,2,0
610,250051291,0,0,1,0
611,1907188,0,0,1,0
612,250029535,0,0,1,0
613,250115436,0,0,1,0
614,250007075,0,0,1,0
615,250058218,0,0,1,0
616,250182794,0,0,1,0
617,250135068,0,0,0,0
618,250113444,0,0,0,0
619,250105612,0,0,0,0
620,250087102,0,0,0,0
621,250012069,0,0,0,0
622,102420,0,0,0,0
623,250083732,0,0,0,0
624,250081721,0,0,0,0
625,250069832,0,0,0,0
626,250066131,0,0,0,0
627,250005335,0,0,0,0
628,250121330,0,0,0,0
629,250099867,0,0,0,0
630,250089824,0,0,0,0
631,250079112,0,0,0,0
632,250077750,0,0,0,0
633,250073809,0,0,0,0
634,250052744,0,0,0,0
635,250041781,0,0,0,0
636,250028705,0,0,0,0
637,250066156,0,0,0,0
638,250197796,0,0,0,0
639,250052957,0,0,0,0
640,250183092,0,0,0,0
641,250057117,0,0,0,0
642,250162177,0,0,0,0
643,250055110,0,0,0,0
644,250088320,0,0,0,0
645,250123978,0,0,0,0
646,250132322,0,0,0,0
647,250101313,0,0,0,0
648,250115948,0,0,0,0
649,250174737,0,0,0,0
650,250117491,0,0,0,0
651,250107509,0,0,0,0
652,250090101,0,0,0,0
653,250081931,0,0,0,0
654,250073778,0,0,0,0
655,250055149,0,0,0,0
656,250029377,0,0,0,0
657,250007631,0,0,0,0
658,250003318,0,0,0,0
659,250091175,0,0,0,0
660,250121329,0,0,0,0
661,250174851,0,0,0,0
662,250112117,0,0,0,0
663,250153701,0,0,0,0
664,250163731,0,0,0,0
665,250090719,0,0,0,0
666,250105890,0,0,0,0
667,250014114,0,0,0,0
668,250187067,0,0,0,0
669,250101696,0,0,0,0
670,250105681,0,0,0,0
671,1902445,0,0,0,0
672,250130771,0,0,0,0
673,250177333,0,0,0,0
674,250041564,0,0,0,0
675,250055109,0,0,0,0
676,250176187,0,0,0,0
677,250138626,0,0,0,0
678,250077644,0,0,0,0
679,250058215,0,0,0,0
680,250164004,0,0,0,0
681,250029862,0,0,0,0
682,250187620,0,0,0,0
683,250110159,0,0,0,0
684,250127024,0,0,0,0
685,250161142,0,0,0,0
686,250118912,0,0,0,0
687,250200307,0,0,0,0
688,250187320,0,0,0,0
689,250170137,0,0,0,0
690,250159294,0,0,0,0
691,250161761,0,0,0,0
692,250138623,0,0,0,0
693,250010259,0,0,0,0
694,250004986,0,0,0,0
695,250107089,0,0,0,0
696,250042521,0,0,0,0
697,250180810,0,0,0,0
698,250177597,0,0,0,0
699,250165221,0,0,0,0
700,250054393,0,0,0,0
701,1906553,0,0,0,0
702,250170117,0,0,0,0
703,250137395,0,0,0,0
704,250116699,0,0,0,0
705,250197800,0,0,0,0
706,250186116,0,0,0,0
707,250168996,0,0,0,0
708,250056861,0,0,0,0
709,250172594,0,0,0,0
710,250133903,0,0,0,0
711,250190378,0,0,0,0
712,250123020,0,0,0,0
713,250154458,0,0,0,0
714,250187793,0,0,0,0
715,250140936,0,0,0,0
716,250116759,0,0,0,0
717,250128391,0,0,0,0
718,250193442,0,0,0,0
719,250189107,0,0,0,0
720,250178067,0,0,0,0
721,250154309,0,0,0,0
722,250134952,0,0,0,0
723,250104128,0,0,0,0
724,250090398,0,0,0,0
725,250087431,0,0,0,0
726,250081341,0,0,0,0
727,93443,,,0,0
728,69178,,,0,0
729,250204164,,,0,0
730,250202692,,,0,0
731,250201731,,,0,0
732,250201718,,,0,0
733,250200248,,,0,0
734,250199905,,,0,0
735,250199900,,,0,0
736,250199899,,,0,0
737,250199543,,,0,0
738,250199225,,,0,0
739,250198502,,,0,0
740,250198498,,,0,0
741,250197866,,,0,0
742,250196593,,,0,0
743,250196587,,,0,0
744,250196584,,,0,0
745,250196581,,,0,0
746,250196544,,,0,0
747,250196542,,,0,0
748,250195173,,,0,0
749,250194271,,,0,0
750,250193410,,,0,0
751,250192873,,,0,0
752,250192699,,,0,0
753,250192639,,,0,0
754,250192405,,,0,0
755,250192269,,,0,0
756,250190780,,,0,0
757,250190776,,,0,0
758,250190774,,,0,0
759,250190375,,,0,0
760,250190232,,,0,0
761,250190117,,,0,0
762,250189610,,,0,0
763,250189230,,,0,0
764,250189174,,,0,0
765,250189136,,,0,0
766,250188470,,,0,0
767,250188129,,,0,0
768,250187771,,,0,0
769,250185049,,,0,0
770,250184504,,,0,0
771,250183894,,,0,0
772,250183341,,,0,0
773,250182971,,,0,0
774,250180112,,,0,0
775,250180111,,,0,0
776,250180059,,,0,0
777,250179734,,,0,0
778,250179137,,,0,0
779,250179078,,,0,0
780,250178085,,,0,0
781,250178076,,,0,0
782,250177933,,,0,0
783,250177819,,,0,0
784,250177612,,,0,0
785,250177593,,,0,0
786,250177433,,,0,0
787,250177426,,,0,0
788,250177381,,,0,0
789,250177259,,,0,0
790,250176532,,,0,0
791,250176488,,,0,0
792,250176477,,,0,0
793,250176229,,,0,0
794,250176213,,,0,0
795,250176212,,,0,0
796,250176188,,,0,0
797,250176181,,,0,0
798,250174995,,,0,0
799,250174331,,,0,0
800,250173127,,,0,0
801,250172534,,,0,0
802,250171662,,,0,0
803,250171659,,,0,0
804,250171100,,,0,0
805,250170952,,,0,0
806,250170141,,,0,0
807,250170133,,,0,0
808,250169918,,,0,0
809,250169894,,,0,0
810,250169891,,,0,0
811,250169577,,,0,0
812,250169576,,,0,0
813,250168729,,,0,0
814,250168060,,,0,0
815,250166787,,,0,0
816,250165547,,,0,0
817,250164989,,,0,0
818,250164860,,,0,0
819,250164853,,,0,0
820,250164740,,,0,0
821,250164626,,,0,0
822,250164169,,,0,0
823,250164068,,,0,0
824,250164054,,,0,0
825,250163658,,,0,0
826,250163505,,,0,0
827,250163224,,,0,0
828,250162627,,,0,0
829,250162176,,,0,0
830,250160990,,,0,0
831,250160835,,,0,0
832,250154332,,,0,0
833,250154301,,,0,0
834,250153773,,,0,0
835,250153677,,,0,0
836,250153412,,,0,0
837,250153408,,,0,0
838,250150470,,,0,0
839,250148144,,,0,0
840,250139387,,,0,0
841,250139028,,,0,0
842,250138956,,,0,0
843,250138950,,,0,0
844,250138635,,,0,0
845,250138286,,,0,0
846,250138239,,,0,0
847,250137521,,,0,0
848,250135608,,,0,0
849,250135499,,,0,0
850,250135497,,,0,0
851,250129928,,,0,0
852,250129831,,,0,0
853,250128898,,,0,0
854,250127502,,,0,0
855,250127149,,,0,0
856,250127130,,,0,0
857,250124400,,,0,0
858,250123440,,,0,0
859,250119144,,,0,0
860,250118962,,,0,0
861,250118787,,,0,0
862,250117408,,,0,0
863,250116069,,,0,0
864,250113263,,,0,0
865,250112488,,,0,0
866,250109859,,,0,0
867,250109381,,,0,0
868,250109378,,,0,0
869,250108031,,,0,0
870,250106979,,,0,0
871,250106880,,,0,0
872,250105664,,,0,0
873,250104101,,,0,0
874,250103498,,,0,0
875,250101698,,,0,0
876,250096761,,,0,0
877,250088389,,,0,0
878,250088122,,,0,0
879,250088117,,,0,0
880,250087542,,,0,0
881,250086637,,,0,0
882,250082738,,,0,0
883,250082625,,,0,0
884,250081634,,,0,0
885,250079522,,,0,0
886,250074072,,,0,0
887,250070418,,,0,0
888,250069830,,,0,0
889,250067821,,,0,0
890,250066521,,,0,0
891,250065307,,,0,0
892,250064310,,,0,0
893,250061507,,,0,0
894,250058260,,,0,0
895,250058121,,,0,0
896,250056735,,,0,0
897,250042778,,,0,0
898,250041563,,,0,0
899,250040599,,,0,0
900,250022366,,,0,0
901,250017814,,,0,0
902,250015753,,,0,0
903,250011071,,,0,0
904,250000104,,,0,0
905,108501,,,0,0
906,103827,,,0,0
907,101585,,,0,0
